phone,screen_size,paresed_price,announced_year,length_mm,width_mm,depth_mm,weight_oz,screen ratio,touchscreen,total_pixels,card_slot,battery_size,bluetooth_m,fast_chaging_power,SAR_EU_head,storage,lens_count,removable_B_Removable,cores_hexa,cores_octa,cores_quad,cores_single,gpu_manufacturer_Broadcom,gpu_manufacturer_Mali,gpu_manufacturer_NO,gpu_manufacturer_PowerVR,gpu_manufacturer_ULP,gpu_manufacturer_Vivante,wlan_ac,wlan_ax,wlan_g,wlan_n,network_g_4g,network_g_5g,network_g_nan
Galaxy Grand I9082,5.0,180,2012,143.5,76.9,9.6,5.71,0.645,1,384000.0,1,2100.0,4,0,0.24,8192.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Grand I9080,5.0,210,2012,143.5,76.9,9.6,5.71,0.645,1,384000.0,1,2100.0,4,0,0.27,8192.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
A997 Rugby III,2.4,90,2012,104.1,53.3,20.3,4.69,0.321,0,76800.0,1,1300.0,2,0,0.52,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Galaxy Axiom R830,4.0,150,2012,121.7,63.8,11.9,4.8,0.5870000000000001,1,384000.0,1,2100.0,4,0,0.5218382352941175,4096.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy Stratosphere II I415,4.0,170,2012,126.2,65.5,13.5,5.43,0.551,1,384000.0,1,1800.0,4,0,0.5218382352941175,8192.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy Discover S730M,3.5,80,2012,112.8,61.5,11.5,4.3,0.526,1,153600.0,1,1300.0,0,0,0.35,4096.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Galaxy Pop SHV-E220,4.65,110,2013,134.2,68.1,9.1,4.73,0.652,1,921600.0,1,2100.0,4,0,0.5218382352941175,16384.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy Premier I9260,4.65,260,2012,134.2,68.0,9.0,4.59,0.653,1,921600.0,1,2100.0,4,0,0.5218382352941175,16384.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
I8190 Galaxy S III mini,4.0,130,2012,121.6,63.0,9.9,3.92,0.594,1,384000.0,1,1500.0,4,0,0.52,16384.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy Music S6010,3.0,100,2012,110.1,59.0,12.3,3.74,0.429,1,76800.0,1,1300.0,3,0,0.65,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Music Duos S6012,3.0,100,2012,110.1,59.0,12.3,3.74,0.429,1,76800.0,1,1300.0,3,0,0.75,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Rugby Pro I547,4.0,150,2012,128.0,67.0,12.7,5.61,0.531,1,384000.0,1,1850.0,4,0,0.5218382352941175,8192.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy Express I437,4.5,160,2012,132.6,69.3,9.1,4.8,0.627,1,384000.0,1,2000.0,4,0,0.47,8192.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
I9305 Galaxy S III,4.8,320,2012,136.6,70.6,8.6,4.62,0.659,1,921600.0,1,2100.0,4,0,0.24,16384.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy Victory 4G LTE L300,4.0,150,2012,121.9,63.5,12.7,4.9,0.588,1,384000.0,1,2100.0,4,0,0.5218382352941175,4096.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy S Relay 4G T699,4.0,150,2012,126.0,66.0,13.5,5.19,0.5479999999999999,1,384000.0,1,1800.0,3,0,0.21,8192.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Pocket Duos S5302,2.8,90,2012,103.9,57.9,13.0,3.63,0.404,1,76800.0,1,1200.0,3,0,0.86,3072.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Note II N7100,5.5,300,2012,151.1,80.5,9.4,6.46,0.6859999999999999,1,921600.0,1,3100.0,4,0,0.17,65536.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy Note II CDMA,5.5,350,2012,151.1,80.5,9.4,6.31,0.6859999999999999,1,921600.0,1,3100.0,4,0,0.5218382352941175,16384.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Ativ S I8750,4.8,220,2012,137.2,70.5,8.7,4.76,0.657,1,921600.0,1,2300.0,3,0,0.27,32768.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Rush M830,3.5,100,2012,122.9,59.9,11.9,4.2,0.495,1,153600.0,1,1750.0,4,0,0.5218382352941175,2048.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Stellar 4G I200,4.0,150,2012,122.0,64.0,12.0,4.73,0.583,1,384000.0,1,2100.0,4,0,0.5218382352941175,4096.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy Reverb M950,4.0,150,2011,122.0,64.0,11.3,4.55,0.583,1,384000.0,1,1700.0,4,0,0.5218382352941175,4096.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy S Lightray 4G R940,4.3,100,2012,130.0,68.0,11.7,5.01,0.595,1,384000.0,1,1600.0,3,0,0.5218382352941175,1433.6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy S Duos S7562,4.0,110,2012,121.5,63.1,10.5,4.23,0.594,1,384000.0,1,1500.0,3,0,0.47,4096.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Manhattan E3300,2.0,30,2012,113.9,46.4,13.3,2.65,0.238,0,20480.0,1,800.0,0,0,0.8,30.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Galaxy Chat B5330,3.0,100,2012,118.9,59.3,11.7,3.95,0.395,1,76800.0,1,1200.0,3,0,0.46,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
U485 Intensity III,2.4,80,2012,112.0,54.0,14.5,4.06,0.295,0,76800.0,1,1000.0,3,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Galaxy I8250,4.0,150,2012,122.5,63.0,10.5,4.41,0.59,1,384000.0,1,1650.0,3,0,0.26,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
Galaxy Ace Advance S6800,3.5,110,2012,112.7,61.5,11.5,4.3,0.526,1,153600.0,1,1300.0,3,0,0.73,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Ace Duos S6802,3.5,120,2012,112.7,61.5,11.5,4.3,0.526,1,153600.0,1,1300.0,3,0,0.65,3072.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Appeal I827,3.2,120,2012,112.0,57.7,14.2,4.02,0.472,1,153600.0,1,1300.0,0,0,0.22,4096.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Proclaim S720C,3.5,80,2012,114.3,59.7,11.4,4.02,0.535,1,153600.0,1,1500.0,0,0,0.5218382352941175,1024.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Omnia M S7530,4.0,100,2012,121.6,64.1,10.5,4.2,0.584,1,384000.0,0,1500.0,2,0,0.4,8192.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Focus 2 I667,4.0,110,2012,121.7,62.7,11.0,4.3,0.597,1,384000.0,0,1750.0,2,0,0.5218382352941175,8192.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy S III T999,4.8,310,2012,136.6,70.6,8.6,4.69,0.659,1,921600.0,1,2100.0,4,0,0.2,32768.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy S III I747,4.8,300,2012,136.6,70.6,8.6,4.73,0.659,1,921600.0,1,2100.0,4,0,0.2,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy S III CDMA,4.8,280,2012,137.2,71.1,7.6,4.69,0.6509999999999999,1,921600.0,1,2100.0,4,0,0.88,32768.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
I9300 Galaxy S III,4.8,190,2012,136.6,70.6,8.6,4.69,0.659,1,921600.0,1,2100.0,4,0,0.21,65536.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
U380 Brightside,3.1,100,2012,111.0,60.0,14.0,4.3,0.447,1,76800.0,1,1000.0,2,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Galaxy Pocket S5300,2.8,80,2012,103.7,57.5,12.0,3.42,0.407,1,76800.0,1,1200.0,3,0,0.79,3072.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
I8530 Galaxy Beam,4.0,240,2012,124.0,64.2,12.5,5.11,0.5720000000000001,1,384000.0,1,2000.0,3,0,0.28,8192.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Rugby Smart I847,3.7,170,2012,122.4,65.9,12.2,4.2,0.483,1,384000.0,1,1650.0,0,0,0.89,4096.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
W999,3.5,220,2011,111.0,59.0,17.8,7.27,0.532,1,384000.0,1,1500.0,3,0,0.14,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Ace II X S7560M,4.0,150,2012,121.5,63.1,10.5,4.3,0.594,1,384000.0,1,1500.0,3,0,0.54,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Ace 2 I8160,3.8,130,2012,118.3,62.2,10.5,4.3,0.5589999999999999,1,384000.0,1,1500.0,3,0,0.5,4096.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy mini 2 S6500,3.27,90,2012,109.4,58.6,11.6,3.7,0.4970000000000001,1,153600.0,1,1300.0,3,0,0.92,4096.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Ace Duos I589,3.5,130,2012,112.4,59.9,12.5,4.41,0.542,1,153600.0,1,1650.0,3,0,0.23,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Pop Plus S5570i,3.14,100,2012,110.4,60.6,12.1,3.74,0.456,1,76800.0,1,1200.0,2,0,0.83,160.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
I9070 Galaxy S Advance,4.0,150,2012,123.2,63.0,9.7,4.23,0.5870000000000001,1,384000.0,1,1500.0,3,0,0.54,16384.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy Nexus I9250M,4.65,240,2012,135.5,67.9,8.9,4.76,0.648,1,921600.0,0,1750.0,3,0,0.35,16.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Galaxy Attain 4G,3.5,100,2012,113.1,60.5,11.7,4.2,0.5329999999999999,1,153600.0,1,1650.0,0,0,1.35,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy S Blaze 4G T769,3.97,140,2012,121.9,63.0,11.2,4.48,0.584,1,384000.0,1,1750.0,3,0,0.5218382352941175,3072.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Nexus LTE L700,4.65,270,2012,134.6,68.6,9.4,5.08,0.6459999999999999,1,921600.0,0,1850.0,3,0,0.5218382352941175,32768.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Exhilarate i577,4.0,240,2012,122.0,63.0,12.0,4.59,0.593,1,384000.0,1,1750.0,3,0,0.5218382352941175,4096.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy Note T879,5.3,350,2012,146.8,83.1,9.7,6.35,0.6679999999999999,1,1024000.0,1,2500.0,3,0,0.17,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Note I717,5.3,350,2012,146.8,83.0,9.7,6.28,0.6679999999999999,1,1024000.0,1,2500.0,3,0,0.16,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy M Style M340S,4.0,160,2012,122.5,63.0,9.9,4.34,0.59,1,384000.0,1,1650.0,3,0,0.43,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Ace Plus S7500,3.65,120,2012,114.5,62.5,11.2,4.06,0.5539999999999999,1,153600.0,1,1300.0,3,0,0.84,3072.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Y Duos S6102,3.14,80,2011,109.8,60.0,12.0,3.84,0.463,1,76800.0,1,1300.0,3,0,0.69,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Y Pro Duos B5512,2.6,120,2011,110.8,63.5,11.9,3.95,0.298,1,76800.0,1,1350.0,3,0,0.57,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
M370,2.4,80,2012,96.5,50.0,17.8,3.67,0.37,0,76800.0,0,1000.0,0,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
R680 Repp,3.2,70,2011,110.0,57.0,12.2,3.7,0.486,1,153600.0,1,1500.0,3,0,0.5218382352941175,2048.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
I110 Illusion,3.5,70,2011,114.4,59.9,11.7,4.23,0.532,1,153600.0,1,1500.0,3,0,0.5218382352941175,2048.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Focus S I937,4.3,130,2011,126.0,66.8,8.5,3.88,0.625,1,384000.0,0,1650.0,3,0,0.5218382352941175,32768.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Focus Flash I677,3.7,80,2011,116.1,58.7,11.0,4.09,0.5720000000000001,1,384000.0,0,1500.0,2,0,0.5218382352941175,8192.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S II Skyrocket i727,4.5,180,2011,129.8,68.8,9.5,4.59,0.645,1,384000.0,1,1850.0,3,0,0.5218382352941175,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Exhibit II 4G T679,3.7,100,2011,115.0,60.0,11.0,4.09,0.565,1,384000.0,1,1500.0,3,0,0.5218382352941175,1024.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Nexus i515,4.65,150,2011,135.5,67.9,9.5,5.29,0.648,1,921600.0,0,1850.0,3,0,0.5218382352941175,32768.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Galaxy Nexus I9250,4.65,180,2011,135.5,67.9,8.9,4.76,0.648,1,921600.0,0,1750.0,3,0,0.3,16384.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
I9100G Galaxy S II,4.3,220,2011,125.3,66.1,8.5,4.09,0.635,1,384000.0,1,1650.0,3,0,0.25,16384.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
I405 Stratosphere,4.0,120,2011,126.0,65.0,14.0,5.78,0.556,1,384000.0,1,1800.0,3,0,0.5218382352941175,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
R730 Transfix,3.2,130,2011,114.0,57.0,15.0,4.44,0.469,1,153600.0,1,1500.0,2,0,0.5218382352941175,125.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
i927 Captivate Glide,4.0,110,2011,124.0,64.0,13.0,5.19,0.574,1,384000.0,1,1650.0,3,0,0.5218382352941175,8192.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
DoubleTime I857,3.2,70,2011,113.0,62.0,15.0,5.22,0.435,1,153600.0,1,1200.0,3,0,0.5218382352941175,260.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M930 Transform Ultra,3.5,100,2011,116.0,61.0,14.0,4.9,0.515,1,153600.0,1,1500.0,3,0,0.5218382352941175,952.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Omnia W I8350,3.7,150,2011,115.6,58.8,10.9,4.06,0.573,1,384000.0,0,1500.0,2,0,0.36,8192.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy S II HD LTE,4.65,180,2011,129.8,68.8,9.5,4.59,0.667,1,921600.0,1,1850.0,3,0,0.2,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Ch@t 527,2.4,90,2011,103.0,55.0,12.0,3.39,0.315,0,76800.0,1,1000.0,2,0,0.5218382352941175,80.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Note N7000,5.3,270,2011,146.9,83.0,9.7,6.28,0.6679999999999999,1,1024000.0,1,2500.0,3,0,0.34,32768.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy S II I777,4.3,170,2011,126.0,66.0,8.9,4.27,0.633,1,384000.0,1,1650.0,3,0,0.25,32768.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy S II T989,4.52,160,2011,129.8,68.8,9.4,4.76,0.6509999999999999,1,384000.0,1,1850.0,3,0,0.13,32768.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy S II Epic 4G Touch,4.52,130,2011,130.0,70.0,10.0,4.59,0.639,1,384000.0,1,1800.0,3,0,0.5218382352941175,16384.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
S8600 Wave 3,4.0,150,2011,125.9,64.2,9.9,4.3,0.563,1,384000.0,1,1500.0,3,0,0.83,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Wave M S7250,3.65,120,2011,113.8,63.3,12.2,4.27,0.551,1,153600.0,1,1350.0,3,0,0.66,150.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Wave Y S5380,3.2,90,2011,110.0,58.2,12.3,3.6,0.476,1,153600.0,1,1200.0,3,0,0.8,150.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S II LTE i727R,4.5,160,2011,130.9,69.9,9.4,4.66,0.63,1,384000.0,1,1850.0,3,0,0.2,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy S II LTE I9210,4.5,200,2011,130.9,69.9,9.4,4.66,0.63,1,384000.0,1,1850.0,3,0,0.41,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy W I8150,3.7,160,2011,115.5,59.8,11.5,4.02,0.564,1,384000.0,1,1500.0,3,0,0.52,2048.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy M Pro B7800,2.66,200,2011,113.5,66.0,10.0,3.81,0.281,1,153600.0,1,1350.0,3,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Y Pro B5510,2.6,110,2011,110.8,63.5,11.5,3.81,0.298,1,76800.0,1,1200.0,3,0,0.5218382352941175,160.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Y S5360,3.0,70,2011,104.0,58.0,11.5,3.42,0.462,1,76800.0,1,1200.0,3,0,0.66,180.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
S5610,2.4,80,2011,118.9,49.7,12.9,3.21,0.302,0,76800.0,1,1000.0,3,0,0.84,108.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S3770,2.8,100,2011,96.3,53.8,13.0,2.82,0.469,1,76800.0,1,1000.0,3,0,0.82,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
S5690 Galaxy Xcover,3.65,90,2011,121.5,65.9,12.0,3.53,0.495,1,153600.0,1,1500.0,3,0,0.58,150.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S II 4G I9100M,4.3,260,2011,125.3,66.1,8.5,4.09,0.635,1,384000.0,1,1700.0,3,0,0.34,16384.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
I9103 Galaxy R,4.2,200,2011,125.0,66.0,9.5,4.76,0.609,1,384000.0,1,1650.0,3,0,0.5218382352941175,8192.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
R720 Admire,3.5,90,2011,116.0,60.0,12.0,4.13,0.524,1,153600.0,1,1600.0,3,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Convoy 2,2.2,100,2011,99.0,51.0,22.0,4.09,0.297,0,76800.0,1,1300.0,2,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Conquer 4G,3.5,90,2011,116.1,60.5,11.7,4.09,0.519,1,153600.0,1,1500.0,2,0,0.5218382352941175,1024.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
R640 Character,2.8,130,2011,107.0,55.0,15.0,4.23,0.413,1,76800.0,1,1000.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Trender,2.8,70,2011,107.0,56.0,15.0,3.99,0.405,1,76800.0,1,1000.0,0,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Gravity SMART,3.2,170,2011,114.0,59.0,14.0,4.59,0.453,1,153600.0,1,1500.0,3,0,0.19,150.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Exhibit 4G,3.5,200,2011,119.0,58.0,13.0,4.41,0.505,1,384000.0,1,1500.0,3,0,0.5218382352941175,1024.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Dart T499,3.14,60,2011,104.0,61.0,13.0,3.81,0.481,1,76800.0,1,1200.0,3,0,0.89,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
R260 Chrono,2.0,80,2011,94.0,46.0,17.0,3.14,0.28600000000000003,0,76800.0,0,800.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I9001 Galaxy S Plus,4.0,230,2011,122.4,64.2,9.9,4.2,0.58,1,384000.0,1,1650.0,3,0,0.35,16384.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
M580 Replenish,2.8,80,2011,123.0,60.0,11.0,4.09,0.329,1,76800.0,1,1160.0,2,0,0.5218382352941175,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
Galaxy Prevail,3.2,90,2011,113.0,57.0,12.0,3.81,0.473,1,153600.0,1,1500.0,3,0,0.5218382352941175,117.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
M220L Galaxy Neo,3.5,80,2011,115.9,56.9,12.1,4.27,0.529,1,384000.0,1,1500.0,3,0,0.5218382352941175,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Google Nexus S I9020A,4.0,270,2011,123.9,63.0,10.9,4.55,0.583,1,384000.0,0,1500.0,2,0,0.37,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Google Nexus S I9023,4.0,180,2011,123.9,63.0,10.9,4.55,0.583,1,384000.0,0,1500.0,2,0,0.5,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Google Nexus S 4G,4.0,150,2011,123.9,63.0,10.9,4.62,0.583,1,384000.0,0,1500.0,2,0,0.5218382352941175,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Galaxy Pro B7510,2.8,120,2011,108.6,66.7,10.7,3.63,0.335,1,76800.0,1,1350.0,3,0,1.0,270.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
I9100 Galaxy S II,4.3,170,2011,125.3,66.1,8.5,4.09,0.635,1,384000.0,1,1650.0,3,0,0.34,32768.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
S5780 Wave 578,3.2,110,2011,107.9,54.9,12.5,3.49,0.4920000000000001,1,96000.0,1,1200.0,3,0,0.75,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
E3210,2.0,70,2011,112.8,46.4,12.9,2.79,0.241,0,20480.0,1,800.0,2,0,0.71,36.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I9003 Galaxy SL,4.0,150,2011,123.7,64.2,10.6,4.62,0.573,1,384000.0,1,1650.0,2,0,0.31,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Galaxy Ace S5830,3.5,90,2011,112.4,59.9,11.5,3.99,0.542,1,153600.0,1,1350.0,2,0,0.84,158.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Fit S5670,3.3,120,2011,110.2,61.2,12.6,3.81,0.5,1,76800.0,1,1350.0,2,0,0.72,160.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Gio S5660,3.2,110,2011,110.5,57.5,12.2,3.6,0.48,1,153600.0,1,1350.0,2,0,0.79,158.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Mini S5570,3.14,90,2011,110.4,60.8,12.1,3.7,0.455,1,76800.0,1,1200.0,2,0,0.96,160.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Pop i559,3.14,90,2011,110.9,60.6,12.1,3.74,0.454,1,76800.0,1,1200.0,2,0,0.5218382352941175,164.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S 4G T959,4.0,120,2011,122.4,64.5,9.9,4.16,0.5770000000000001,1,384000.0,1,1650.0,3,0,0.43,1024.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
I997 Infuse 4G,4.5,130,2011,132.0,71.0,9.0,4.9,0.615,1,384000.0,1,1750.0,3,0,0.17,16384.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
R910 Galaxy Indulge,3.5,130,2011,132.0,61.0,15.0,5.36,0.453,1,153600.0,1,1500.0,3,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Droid Charge I510,4.3,130,2011,130.0,68.0,12.0,5.04,0.595,1,384000.0,1,1600.0,3,0,0.5218382352941175,2048.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
