Unnamed: 0,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,3.5mm jack,WLAN,Bluetooth,GPS,USB,Sensors,Unnamed: 29,SAR EU,Price,Features,NFC,Protection,Triple,Charging,SAR,5G,Quad,Dual,Performance,Display,Camera,Audio quality,GPRS,EDGE,Infrared port,removable_B,tech_gsm,tech_hspa,tech_lte,tech_cdma,tech_evdo,tech_5g,tech_umts,tech_cdma2000,screen_size,paresed_price,high_speed|0,high_speed|1,low_speed|0,low_speed|1
Galaxy Discover S730M,"2012, November. Released 2012, November",Discontinued,112.8 x 61.5 x 11.5 mm (4.44 x 2.42 x 0.45 in),122 g (4.30 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (2.7 GB user available), 512 MB RAM",3.15 MP,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot",Yes,"Yes, with A-GPS",microUSB 2.0,Accelerometer,Removable Li-Ion 1300 mAh battery,0.35 W/kg (head),About 80 EUR,LED flash,,,,,0.85 W/kg (head) 0.77 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.5,80,,,,
Galaxy Pop SHV-E220,"2013, January. Released 2013, February",Discontinued,134.2 x 68.1 x 9.1 mm (5.28 x 2.68 x 0.36 in),134 g (4.73 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 4.1.2 (Jelly Bean); TouchWiz UI 5,Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,"microSD, up to 64 GB (dedicated slot)","8/16 GB, 1 GB RAM",1.9 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 2100 mAh battery,,About 110 EUR,LED flash,Yes,,,,0.51 W/kg (head),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.65,110,,,,
Galaxy Premier I9260,"2012, November. Released 2013, January",Discontinued,134.2 x 68 x 9 mm (5.28 x 2.68 x 0.35 in),130 g (4.59 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm2 (~65.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 4.1 (Jelly Bean),TI OMAP 4470,Dual-core 1.5 GHz,PowerVR SGX544,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 1 GB RAM",1.9 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 2100 mAh battery,,About 260 EUR,LED flash,Yes,,,,1.27 W/kg (head) 1.39 W/kg (body),,,,,Contrast ratio: Infinite (nominal) / 2.958:1 (sunlight),Photo / Video,Noise -82.9dB / Crosstalk -82.2dB,,,,Removable,1,1,1,0,0,0,0,0,4.65,260,,,,
I8190 Galaxy S III mini,"2012, October. Released 2012, November",Discontinued,121.6 x 63 x 9.9 mm (4.79 x 2.48 x 0.39 in),111.5 g (3.92 oz),Plastic body,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.1 (Jelly Bean),NovaThor U8420,1.0 GHz dual-core Cortex-A9,Mali-400,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 1 GB RAM",VGA,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1500 mAh battery,0.52 W/kg (head),About 130 EUR,"LED flash, panorama",Yes (Market dependent),,,,1.03 W/kg (head) 1.28 W/kg (body),,,,,Contrast ratio: Infinite (nominal) / 2.422:1 (sunlight),Photo / Video,Noise -82.1dB / Crosstalk -80.7dB,,,,Removable,1,1,0,0,0,0,0,0,4.0,130,,,,
Galaxy Music S6010,"2012, October. Released 2012, December",Discontinued,110.1 x 59 x 12.3 mm (4.33 x 2.32 x 0.48 in),106.9 g (3.74 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm2 (~42.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",,850 MHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1300 mAh battery,0.65 W/kg (head),About 100 EUR,,,,,,0.79 W/kg (head) 0.68 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.0,100,,,,
Galaxy Music Duos S6012,"2012, October. Released 2012, December",Discontinued,110.1 x 59 x 12.3 mm (4.33 x 2.32 x 0.48 in),106.9 g (3.74 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm2 (~42.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",,850 MHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1300 mAh battery,0.75 W/kg (head),About 100 EUR,,,,,,0.79 W/kg (head) 0.68 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.0,100,,,,
Galaxy Rugby Pro I547,"2012, October. Released 2012, October",Discontinued,128 x 67 x 12.7 mm (5.04 x 2.64 x 0.5 in),159 g (5.61 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~53.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 305,"microSD, up to 32 GB (dedicated slot)","8 GB (5 GB user available), 1 GB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1850 mAh battery,,About 150 EUR,LED flash,Yes,,,,1.42 W/kg (head) 1.11 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.0,150,,,,
Galaxy Express I437,"2012, October. Released 2012, November",Discontinued,132.6 x 69.3 x 9.1 mm (5.22 x 2.73 x 0.36 in),136 g (4.80 oz),,Micro-SIM,"Super AMOLED Plus capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~62.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","8 GB (5 GB user available), 1 GB RAM",1.3 MP,720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2000 mAh battery,0.47 W/kg (head),About 160 EUR,LED flash,Yes,,,,0.84 W/kg (head) 1.20 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.5,160,,,,
I9305 Galaxy S III,"2012, September","Available. Released 2012, September",136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),131 g (4.62 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.1.1 (Jelly Bean), 4.3 (Jelly Bean), upgradable to 4.4.4 (KitKat); TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,"microSD, up to 64 GB (dedicated slot)","16 GB, 2 GB RAM","1.9 MP, f/2.6",720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, aptX","Yes, with A-GPS, GLONASS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 2100 mAh battery,0.24 W/kg (head),About 320 EUR,LED flash,Yes,Corning Gorilla Glass 2,,,0.41 W/kg (head) 0.87 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.8,320,,,,
Galaxy Victory 4G LTE L300,"2012, September. Released 2012, September",Discontinued,121.9 x 63.5 x 12.7 mm (4.80 x 2.5 x 0.5 in),139 g (4.90 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA","4.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2100 mAh battery,,About 150 EUR,LED flash,Yes,,,,0.98 W/kg (head) 1.35 W/kg (body),,,,,,,,,,,Removable,1,1,1,1,1,0,0,0,4.0,150,,,,
Galaxy S Relay 4G T699,"2012, September. Released 2012, September",Discontinued,126 x 66 x 13.5 mm (4.96 x 2.60 x 0.53 in),147 g (5.19 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~54.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",1.3MP,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1800 mAh battery,0.21 W/kg (head),About 150 EUR,LED flash,Yes,,,,0.47 W/kg (head) 1.05 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,4.0,150,,,,
Galaxy Pocket Duos S5302,"2012, August. Released 2012, September",Discontinued,103.9 x 57.9 x 13 mm (4.09 x 2.28 x 0.51 in),103 g (3.63 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~40.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.3 (Gingerbread),,832 MHz ARM 11,,"microSD, up to 32 GB (dedicated slot)",3 GB,2 MP,320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, compass",Removable Li-Ion 1200 mAh battery,0.86 W/kg (head),About 90 EUR,,,,,,0.54 W/kg (head) 0.53 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.8,90,,,,
Galaxy Note II N7100,"2012, August. Released 2012, September",Discontinued,151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in),183 g (6.46 oz),Plastic body,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.1.1 (Jelly Bean), upgradable to 4.4.2 (KitKat); TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.6 GHz Cortex-A9,Mali-400MP4,"microSD, up to 64 GB (dedicated slot)","16/32/64 GB, 2 GB RAM",1.9 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 3100 mAh battery,0.17 W/kg (head),About 300 EUR,LED flash,Yes,,,,0.23 W/kg (head) 0.95 W/kg (body),,,,,Contrast ratio: 402 (nominal) / 2.307:1 (sunlight),Photo / Video,Noise -90.2dB / Crosstalk -90.7dB,,,,Removable,1,1,1,0,0,0,0,0,5.5,300,,,,
Galaxy Note II CDMA,"2012, Q3. Released 2012, Q4",Discontinued,151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in),179.4 g (6.31 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.4.2 (KitKat); TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.6 GHz Cortex-A9,Mali-400MP4,"microSD, up to 64 GB (dedicated slot)","16 GB, 2 GB RAM",1.9 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 3100 mAh battery,,About 350 EUR,LED flash,Yes,,,,,,,,,,,,,,,Removable,1,1,1,1,1,0,0,0,5.5,350,,,,
Ativ S I8750,"2012, August. Released 2012, December",Discontinued,137.2 x 70.5 x 8.7 mm (5.40 x 2.78 x 0.34 in),135 g (4.76 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","16/32 GB, 1 GB RAM",1.9 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 2300 mAh battery,0.27 W/kg (head) 0.31 W/kg (body),About 220 EUR,LED flash,Yes,Corning Gorilla Glass 2,,,,,,,,,Photo / Video,,,,,Removable,1,1,0,0,0,0,0,0,4.8,220,,,,
Galaxy Camera GC100,"2012, August. Released 2012, November",Discontinued,128.7 x 70.8 x 19.1 mm (5.07 x 2.79 x 0.75 in),300 g (10.58 oz),,Micro-SIM,"Super Clear LCD capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~69.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.1.2 (Jelly Bean); TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,"microSD, up to 64 GB (dedicated slot)","4 GB, 1 GB RAM","16.3 MP, AF, 21x optical zoom","1080p@30fps, 512p@120fps",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, gyro, compass",Removable Li-Ion 1650 mAh battery,0.16 W/kg (head),About 250 EUR,,,Corning Gorilla Glass 2,,,3.13 W/kg (head) 1.12 W/kg (body),,,,,Contrast ratio: 843:1 (nominal) / 1.938:1 (sunlight),Photo / Video,Noise -82.7dB / Crosstalk -80.5dB,,,,Removable,0,1,1,0,0,0,0,0,4.8,250,,,,
Galaxy Rush M830,"2012, August. Released 2012, September",Discontinued,122.9 x 59.9 x 11.9 mm (4.84 x 2.36 x 0.47 in),119.1 g (4.20 oz),,Mini-SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~49.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8655 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot)","2 GB, 768 MB RAM",1.3 MP,,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1750 mAh battery,,About 100 EUR,,,,,,0.98 W/kg (head) 0.72 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,3.5,100,,,,
Galaxy Stellar 4G I200,"2012, August. Released 2012, August",Discontinued,122 x 64 x 12 mm (4.80 x 2.52 x 0.47 in),134 g (4.73 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","4 GB (1.5 GB user available), 1 GB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2100 mAh battery,,About 150 EUR,,,,,,0.64 W/kg (head) 0.82 W/kg (body),,,,,,,,,,,Removable,0,0,1,1,1,0,0,0,4.0,150,,,,
Galaxy Reverb M950,"2011, August. Released 2012, December",Discontinued,122 x 64 x 11.3 mm (4.80 x 2.52 x 0.44 in),129 g (4.55 oz),,Mini-SIM,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8655 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,"microSD, up to 64 GB (dedicated slot)","4 GB, 768 MB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1700 mAh battery,,About 150 EUR,LED flash,,,,,0.69 W/kg (head) 1.01 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,4.0,150,,,,
Galaxy Tab 2 7.0 I705,"2012, August. Released 2012, August",Discontinued,193.8 x 122.4 x 10.4 mm (7.63 x 4.82 x 0.41 in),345.7 g (12.17 oz),,Mini-SIM,"PLS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~58.1% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","microUSB 2.0 (TV-out), USB Host","Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,,About 200 EUR,,,,,,1.39 W/kg (body),,,,,,,,,,Yes,Non-removable,0,0,1,1,1,0,0,0,7.0,200,,,,
Galaxy S Lightray 4G R940,"2012, August. Released 2012, August",Discontinued,130 x 68 x 11.7 mm (5.12 x 2.68 x 0.46 in),142 g (5.01 oz),,Mini-SIM,"Super AMOLED Plus capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~59.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 2.3 (Gingerbread),Exynos 3210,1.0 GHz,,"microSD, up to 32 GB (dedicated slot), 16 GB included",1.4 GB,1.3 MP,,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1600 mAh battery,,About 100 EUR,LED flash,,,,,0.72 W/kg (head) 0.45 W/kg (body),,,,,,,,,,,Removable,0,0,1,1,1,0,0,0,4.3,100,,,,
Galaxy S Duos S7562,"2012, July. Released 2012, September",Discontinued,121.5 x 63.1 x 10.5 mm (4.78 x 2.48 x 0.41 in),120 g (4.23 oz),Plastic body,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (1.8 GB user available), 768 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.47 W/kg (head),About 110 EUR,LED flash,,,,,0.27 W/kg (head) 0.65 W/kg (body),,,,,Contrast ratio: 964 (nominal) / 1.400:1 (sunlight),Photo,Noise -81.6dB / Crosstalk -80.5dB,,,,Removable,1,1,0,0,0,0,0,0,4.0,110,,,,
Manhattan E3300,"2012, August. Released 2012, Q3",Discontinued,113.9 x 46.4 x 13.3 mm (4.48 x 1.83 x 0.52 in),75.4 g (2.65 oz),,Mini-SIM,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~23.8% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),,,,,"microSD, up to 32 GB (dedicated slot)",30 MB,VGA,320p@15fps,Yes,No,Yes,No,microUSB,,Removable Li-Ion 800 mAh battery,0.80 W/kg (head) 0.40 W/kg (body),About 30 EUR,,,,,,0.80 W/kg (head) 0.60 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.0,30,,,,
Galaxy Chat B5330,"2012, July. Released 2012, August",Discontinued,118.9 x 59.3 x 11.7 mm (4.68 x 2.33 x 0.46 in),112 g (3.95 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm2 (~39.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",,850 MHz,,"microSD, up to 32 GB (dedicated slot)",4 GB,2 MP,480p@25fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1200 mAh battery,0.46 W/kg (head),About 100 EUR,,,,,,0.87 W/kg (head) 0.90 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.0,100,,,,
U485 Intensity III,"2012, July. Released 2012, July",Discontinued,112 x 54 x 14.5 mm (4.41 x 2.13 x 0.57 in),115 g (4.06 oz),,Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~29.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSD, up to 32 GB (dedicated slot)","128 MB RAM, 256 MB ROM",2 MP,Yes,Yes,No,"3.0, A2DP, EDR",A-GPS only; VZ Navigator,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,About 80 EUR,,,,,,0.66 W/kg (head) 0.80 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,0,0,0,1,2.4,80,,,,
Galaxy I8250,"2012, June. Released 2012, June",Discontinued,122.5 x 63 x 10.5 mm (4.82 x 2.48 x 0.41 in),125 g (4.41 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 2.3 (Gingerbread),,1.0 GHz,,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1650 mAh battery,0.26 W/kg (head),About 150 EUR,,Yes,,,,0.14 W/kg (head) 0.36 W/kg (body),,,,,,,,Yes,Yes,,Removable,1,0,0,0,0,0,0,0,4.0,150,,,,
Galaxy Ace Advance S6800,"2012, May. Released 2012, June",Discontinued,112.7 x 61.5 x 11.5 mm (4.44 x 2.42 x 0.45 in),122 g (4.30 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread); TouchWiz UX UI,,832 MHz,,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, AF",480p@30fps,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1300 mAh battery,0.73 W/kg (head),About 110 EUR,,,,,,0.61 W/kg (head) 0.77 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.5,110,,,,
Galaxy Ace Duos S6802,"2012, May. Released 2012, June",Discontinued,112.7 x 61.5 x 11.5 mm (4.44 x 2.42 x 0.45 in),122 g (4.30 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread); TouchWiz UX UI,,832 MHz,,"microSD, up to 32 GB (dedicated slot)","3 GB, 512 MB RAM","5 MP, AF",480p@30fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1300 mAh battery,0.65 W/kg (head),About 120 EUR,,,,,,1.00 W/kg (head) 0.84 W/kg (body),,,,,Contrast ratio: 655 (nominal) / 1.148:1 (sunlight),Photo,Noise -87.9dB / Crosstalk -84.0dB,,,,Removable,1,1,0,0,0,0,0,0,3.5,120,,,,
