Unnamed: 0,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,3.5mm jack,WLAN,Bluetooth,GPS,USB,Sensors,Unnamed: 29,SAR EU,Price,Features,NFC,Protection,Triple,Charging,SAR,5G,Quad,Dual,Performance,Display,Camera,Audio quality,GPRS,EDGE,Infrared port,removable_B,tech_gsm,tech_hspa,tech_lte,tech_cdma,tech_evdo,tech_5g,tech_umts,tech_cdma2000,screen_size,paresed_price,high_speed|0,high_speed|1,low_speed|0,low_speed|1
Galaxy J3 (2016),"2015, November","Available. Released 2016, January",142.3 x 71 x 7.9 mm (5.60 x 2.80 x 0.31 in),138 g (4.87 oz),Plastic body,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)Nano-SIM (USA models only)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1.1 (Lollipop) or Android 6.0 (Marshmallow), upgradable to 7.1.1 (Nougat)",Spreadtrum SC9830Exynos 3475 Quad (28 nm) - USA,Quad-core 1.5 GHz Cortex-A7Quad-core 1.3 GHz Cortex-A7 - USA,Mali-400Mali-T720 - USA,"microSD, up to 256 GB (dedicated slot)","8/16 GB, 1.5/2 GB RAM","2 MP (USA) 5 MP, f/2.2 (all other regions)",720p@30fps,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0/4.1, A2DP, LE","Yes, with A-GPS, GLONASS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Removable Li-Ion 2600 mAh battery,0.48 W/kg (head) 0.42 W/kg (body),About 120 EUR,"LED flash, HDR",Yes (market dependent),Asahi Dragontrail Glass,,,1.17 W/kg (head) 1.12 W/kg (body),,,,Basemark OS II: 399 / Basemark OS II 2.0: 326Basemark X: 1424,"Contrast ratio: Infinite (nominal), 3.523 (sunlight)",Photo / Video,Noise -92.4dB / Crosstalk -91.3dB,,,,Removable,1,1,1,0,0,0,0,0,5.0,120,,,,
Galaxy On7,"2015, October","Available. Released 2015, November",151.8 x 77.5 x 8.2 mm (5.98 x 3.05 x 0.32 in),172 g (6.07 oz),Plastic body,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 256 GB (dedicated slot)","8 GB, 1.5 GB RAM","5 MP, f/2.2",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 3000 mAh battery,0.38 W/kg (head) 0.54 W/kg (body),About 180 EUR,LED flash,,,,,0.79 W/kg (head) 0.90 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,5.5,180,,,,
Galaxy On5,"2015, October","Available. Released 2015, November",142.3 x 72.1 x 8.5 mm (5.60 x 2.84 x 0.33 in),149 g (5.26 oz),Plastic body,"Dual SIM (Micro-SIM, dual stand-by) or Single SIM (Nano-SIM) - T-Mobile only","TFT capacitive touchscreen, 16M colors","5.0 inches, 71.8 cm2 (~70.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~288 ppi density)",Android 5.1 (Lollipop)Android 6.0 (Marshmallow) - T-Mobile,Exynos 3475 Quad (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-T720,"microSD, up to 256 GB (dedicated slot)","8 GB, 1.5 GB RAM","5 MP, f/2.2",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2600 mAh battery,0.40 W/kg (head) 0.31 W/kg (body),About 140 EUR,LED flash,,,,,1.40 W/kg (head) 1.09 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,5.0,140,,,,
Z3,"2015, October","Available. Released 2015, October",141.6 x 70 x 7.9 mm (5.57 x 2.76 x 0.31 in),137 g (4.83 oz),,"Hybrid Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Tizen 2.3, upgradable to 2.4",Spreadtrum SC7730,Quad-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 128 GB (uses shared SIM slot)","8 GB, 1 GB RAM","5 MP, f/2.2",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Removable Li-Ion 2600 mAh battery,0.53 W/kg (head) 0.48 W/kg (body),About 110 EUR,"LED flash, panorama, HDR",,,,,0.70 W/kg (head) 0.77 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,5.0,110,,,,
Galaxy J1 Ace,"2015, September","Available. Released 2015, October",130.1 x 67.6 x 9.5 mm (5.12 x 2.66 x 0.37 in),131 g (4.62 oz),Plastic body,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~59.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.1.1 (Lollipop)",Spreadtrum SC9830Marvell PXA1908 - J110L,Quad-core 1.5 GHz Cortex-A7 - J111FQuad-core 1.2 GHz Cortex-A7Dual-core 1.3 GHz Cortex-A53- J110L,Mali-400MP2Vivante GC7000 UL - J110L,"microSD, up to 256 GB (dedicated slot)","4 GB, 512 MB RAM - J110L4 GB, 768 MB RAM - J110F, J110G8 GB, 1 GB RAM - J110M, J111F",2 MP,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1900 mAh battery,0.69 W/kg (head) 0.53 W/kg (body),About 140 EUR,"LED flash, panorama",,,,,1.57 W/kg (head) 1.22 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.3,140,,,,
Gear S2 3G,"2015, August","Available. Released 2015, October",51.8 x 44 x 13.4 mm (2.04 x 1.73 x 0.53 in),51 g (1.80 oz),Stainless Steel,Electronic SIM card (eSIM),"Super AMOLED capacitive touchscreen, 16M colors","1.2 inches, 9.2 cm2 (~40.2% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~302 ppi density)",Tizen-based wearable platform 2.3.2,Qualcomm MSM8x26,Dual-core 1.0 GHz,,No,"4 GB, 512 MB RAM",,,No,Wi-Fi 802.11 b/g/n,"4.1, A2DP, LE","Yes, with A-GPS",No,"Accelerometer, gyro, heart rate, barometer",Non-removable Li-Ion 300 mAh battery,0.05 W/kg (head) 0.30 W/kg (body),About 250 EUR,,Yes,Corning Gorilla Glass 3,,Qi wireless charging,,,,,,,,,,,,Non-removable,1,1,0,0,0,0,0,0,1.2,250,,,,
Galaxy Note5 (USA),"2015, August","Available. Released 2015, August",153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in),171 g (6.03 oz),,Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~76.8% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32/64 GB, 4 GB RAM","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 3000 mAh battery,0.51 W/kg (head) 0.56 W/kg (body),About 450 EUR,"Dual video call, Auto-HDR",Yes,Corning Gorilla Glass 4,,Fast battery charging 15W (Quick Charge 2.0) PMA wireless charging,1.16 W/kg (head) 1.48 W/kg (body),,,,,,,,,,,Non-removable,1,1,1,1,0,0,0,0,5.7,450,,,,
Galaxy Note5,"2015, August","Available. Released 2015, August",153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in),171 g (6.03 oz),"Front/back glass (Gorilla Glass 4), aluminum frame",Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 88.5 cm2 (~75.9% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32/64/128 GB, 4 GB RAM","5 MP, f/1.9, 22mm (wide), 1/4.1"", 1.34µm",1440p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Po 3000 mAh battery,0.45 W/kg (head) 0.58 W/kg (body),About 450 EUR,"Dual video call, Auto-HDR",Yes,Corning Gorilla Glass 4,,Fast battery charging 15W (Quick Charge 2.0) Qi/PMA wireless charging (market dependent),1.53 W/kg (head) 1.28 W/kg (body),,,,Basemark OS II: 1852 / Basemark OS II 2.0: 1880Basemark X: 26281,"Contrast ratio: Infinite (nominal), 4.090 (sunlight)",Photo / Video,Noise -93.6dB / Crosstalk -94.7dB,,,,Non-removable,1,1,1,0,0,0,0,0,5.7,450,,,,
Galaxy Note5 Duos,"2015, August","Available. Released 2015, August",153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in),171 g (6.03 oz),"Front/back glass (Gorilla Glass 4), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~76.8% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32/64 GB, 4 GB RAM","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Po 3000 mAh battery,0.45 W/kg (head) 0.58 W/kg (body),About 450 EUR,"Dual video call, Auto-HDR",Yes,Corning Gorilla Glass 4,,Fast battery charging 15W (Quick Charge 2.0) Qi/PMA wireless charging (market dependent),,,,,,,,,,,,Non-removable,1,1,1,0,0,0,0,0,5.7,450,,,,
Galaxy S6 edge+ (USA),"2015, August","Available. Released 2015, August",154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in),153 g (5.40 oz),"Front/back glass (Gorilla Glass 4), aluminum frame",Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~76.5% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",Android 5.1.1 (Lollipop); TouchWiz UI,Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32/64 GB, 4 GB RAM","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 3000 mAh battery,,About 500 EUR,"Dual video call, Auto-HDR",Yes,Corning Gorilla Glass 4,,Fast battery charging 15W Qi/PMA wireless charging (market dependent),,,,,,,,,,,,Non-removable,1,1,1,1,0,0,0,0,5.7,500,,,,
Galaxy S6 edge+,"2015, August","Available. Released 2015, August",154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in),153 g (5.40 oz),"Front/back glass (Gorilla Glass 4), aluminum frame",Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 88.5 cm2 (~75.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat); TouchWiz UI",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32/64 GB, 4 GB RAM","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 3000 mAh battery,0.22 W/kg (head) 0.58 W/kg (body),About 450 EUR,"Dual video call, Auto-HDR",Yes,Corning Gorilla Glass 4,,Fast battery charging 15W Qi/PMA wireless charging (market dependent),1.22 W/kg (head) 1.48 W/kg (body),,,,Basemark OS II: 1833 / Basemark X: 26333,"Contrast ratio: Infinite (nominal), 4.615 (sunlight)",Photo / Video,Noise -93.3dB / Crosstalk -93.7dB,,,,Non-removable,1,1,1,0,0,0,0,0,5.7,450,,,,
Galaxy S6 edge+ Duos,"2015, August","Available. Released 2015, August",154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in),153 g (5.40 oz),"Front/back glass (Gorilla Glass 4), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~76.5% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow); TouchWiz UI",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32/64 GB, 4 GB RAM","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 3000 mAh battery,0.29 W/kg (head) 0.66 W/kg (body),About 450 EUR,"Dual video call, Auto-HDR",Yes,Corning Gorilla Glass 4,,Fast battery charging 15W Qi/PMA wireless charging (market dependent),1.22 W/kg (head) 1.44 W/kg (body),,,,,,,,,,,Non-removable,1,1,1,0,0,0,0,0,5.7,450,,,,
Galaxy S5 Neo,"2015, August","Available. Released 2015, August",142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145 g (5.11 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm2 (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Exynos 7580 Octa,Octa-core 1.6 GHz Cortex-A53,Mali-T720MP2,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM","5 MP, f/1.9, 23mm (wide)",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass, heart rate",Removable Li-Ion 2800 mAh battery,0.46 W/kg (head) 0.58 W/kg (body),About 300 EUR,"LED flash, panorama, HDR",Yes,,,,1.03 W/kg (head) 1.27 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,5.1,300,,,,
Galaxy S4 mini I9195I,"2015, June","Available. Released 2015, June",124.6 x 61.3 x 8.9 mm (4.91 x 2.41 x 0.35 in),107 g (3.77 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 64 GB (dedicated slot)","8 GB, 1.5 GB RAM",1.9 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1900 mAh battery,0.68 W/kg (head) 0.50 W/kg (body),About 190 EUR,"LED flash, HDR, panorama",Yes,To be confirmed,,,0.98 W/kg (head) 1.23 W/kg (body),,,,,,,,,,Yes,Removable,1,1,1,0,0,0,0,0,4.3,190,,,,
Galaxy Folder,"2015, July","Available. Released 2015, July",122 x 60.2 x 15.3 mm (4.80 x 2.37 x 0.60 in),155 g (5.47 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm2 (~56.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Android 5.1 (Lollipop),,Quad-core 1.2 GHz,,"microSD, up to 256 GB (dedicated slot)","8 GB, 1.5 GB RAM",2 MP,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1800 mAh battery,,About 250 EUR,,,,,,,,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,3.8,250,,,,
Galaxy A8 Duos,"2015, August","Available. Released 2015, August",158 x 76.8 x 5.9 mm (6.22 x 3.02 x 0.23 in),151 g (5.33 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8939 Snapdragon 615 (28 nm) - A800YExynos 5430 Octa (20 nm) - A800F,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.3 GHz Cortex-A53) - A800YOcta-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7) - A800F,Adreno 405 - A800YMali-T628 MP6 - A800F,"microSD, up to 256 GB (uses shared SIM slot)","32 GB, 2 GB RAM","5 MP, f/1.9, 23mm (wide)",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3050 mAh battery,0.32 W/kg (head) 0.55 W/kg (body),About 280 EUR,"LED flash, panorama, HDR",,Corning Gorilla Glass 4,,,,,,,Basemark OS II 2.0: 1089 / Basemark X: 8838,"Contrast ratio: Infinite (nominal), 3.859 (sunlight)",,Noise -89.3dB / Crosstalk -53.8dB,,,,Non-removable,1,1,1,0,0,0,0,0,5.7,280,,,,
Galaxy A8,"2015, July","Available. Released 2015, August",158 x 76.8 x 5.9 mm (6.22 x 3.02 x 0.23 in),151 g (5.33 oz),"Front glass, aluminum frame, plastic back",Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.3 GHz Cortex-A53),Adreno 405,"microSD, up to 256 GB (dedicated slot)","32 GB, 2 GB RAM","5 MP, f/1.9, 23mm (wide)",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3050 mAh battery,0.32 W/kg (head) 0.55 W/kg (body),About 250 EUR,"LED flash, panorama, HDR",Yes,Corning Gorilla Glass 4,,,,,,,Basemark OS II 2.0: 1089 / Basemark X: 8838,"Contrast ratio: Infinite (nominal), 3.859 (sunlight)",Photo / Video,Noise -89.3dB / Crosstalk -53.8dB,,,,Non-removable,1,1,1,0,0,0,0,0,5.7,250,,,,
Galaxy V Plus,"2015, July","Available. Released 2015, July",121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in),123 g (4.34 oz),Plastic body,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.2 GHz,,"microSD, up to 64 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,480p@30fps,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,,About 70 EUR,LED flash,,,,,,,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,4.0,70,,,,
Galaxy J7,"2015, June","Available. Released 2015, June",152.2 x 78.7 x 7.5 mm (5.99 x 3.10 x 0.30 in),171 g (6.03 oz),Plastic body,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8939 Snapdragon 615 (28 nm)Exynos 7580 Octa,Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Octa-core 1.5 GHz Cortex-A53,Adreno 405Mali-T720MP2,"microSD, up to 256 GB (dedicated slot)","16 GB, 1.5 GB RAM","5 MP, f/2.2, 23mm (wide)",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 3000 mAh battery,0.50 W/kg (head) 0.37 W/kg (body),About 200 EUR,LED flash,Yes (Snapdragon model only),,,,1.25 W/kg (head) 1.36 W/kg (body),,,,Basemark OS II 2.0: 709 / Basemark X: 3922,"Contrast ratio: Infinite (nominal), 3.879 (sunlight)",Photo / Video,Noise -96.1dB / Crosstalk -73.2dB,,,,Removable,1,1,1,0,0,0,0,0,5.5,200,,,,
Galaxy J7 Nxt,"2017, July","Available. Released 2017, July",152.4 x 78.6 x 7.6 mm (6.00 x 3.09 x 0.30 in),170 g (6.00 oz),Plastic body,"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM","5 MP, f/2.2, 23mm (wide)",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 3000 mAh battery,0.52 W/kg (head) 1.39 W/kg (body),About 180 EUR,LED flash,,,,,0.61 W/kg (head),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,5.5,180,,,,
Galaxy J5,"2015, June","Available. Released 2015, June",142.1 x 71.8 x 7.9 mm (5.59 x 2.83 x 0.31 in),146 g (5.15 oz),Plastic body,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 256 GB (dedicated slot)","8/16 GB, 1.5 GB RAM","5 MP, f/2.2, 23mm (wide)",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Removable Li-Ion 2600 mAh battery,0.61 W/kg (head) 0.48 W/kg (body),About 160 EUR,LED flash,Yes (market dependent),,,,0.80 W/kg (head) 1.13 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,5.0,160,,,,
Xcover 550,"2015, July","Available. Released 2015, July",129 x 56.2 x 14 mm (5.08 x 2.21 x 0.55 in),124 g (4.37 oz),,Mini-SIM,TFT,"2.4 inches, 17.8 cm2 (~24.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Spreadtrum SC7703,Dual-core 460 MHz,,"microSD, up to 16 GB (dedicated slot)","256 MB, 128 MB RAM",3.15 MP,Yes,Yes,No,"3.0, A2DP",To be confirmed,microUSB 2.0,,Removable Li-Ion 1300 mAh or 1500 mAh battery,0.78 W/kg (head) 0.44 W/kg (body),About 110 EUR,LED flash,,,,,0.56 W/kg (head) 1.06 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.4,110,,,,
